id,round,page_name,time_spent,time_entered,time_done
25DU,2,S2,6,2023-01-17T20:59:37Z,2023-01-17T20:59:43Z
25DU,2,S3,11,2023-01-17T20:59:43Z,2023-01-17T20:59:54Z
25DU,3,S2,6,2023-01-17T20:59:54Z,2023-01-17T21:00:00Z
25DU,3,S3,7,2023-01-17T21:00:00Z,2023-01-17T21:00:07Z
25DU,4,S2,18,2023-01-17T21:00:07Z,2023-01-17T21:00:25Z
25DU,4,S3,5,2023-01-17T21:00:25Z,2023-01-17T21:00:30Z
25DU,5,S2,21,2023-01-17T21:00:30Z,2023-01-17T21:00:51Z
25DU,5,S3,3,2023-01-17T21:00:51Z,2023-01-17T21:00:54Z
25DU,6,S2,4,2023-01-17T21:00:54Z,2023-01-17T21:00:58Z
25DU,6,S3,3,2023-01-17T21:00:58Z,2023-01-17T21:01:01Z
25DU,7,S2,5,2023-01-17T21:01:01Z,2023-01-17T21:01:06Z
25DU,7,S3,2,2023-01-17T21:01:06Z,2023-01-17T21:01:08Z
25DU,8,S2,4,2023-01-17T21:01:08Z,2023-01-17T21:01:12Z
25DU,8,S3,3,2023-01-17T21:01:12Z,2023-01-17T21:01:15Z
25DU,9,S2,6,2023-01-17T21:01:15Z,2023-01-17T21:01:21Z
25DU,9,S3,3,2023-01-17T21:01:21Z,2023-01-17T21:01:24Z
25DU,10,S2,4,2023-01-17T21:01:24Z,2023-01-17T21:01:28Z
25DU,10,S3,2,2023-01-17T21:01:28Z,2023-01-17T21:01:30Z
3Qx1,1,S0,0,2023-01-23T16:37:24Z,2023-01-23T16:37:24Z
3Qx1,1,S1,227,2023-01-23T16:37:24Z,2023-01-23T16:41:11Z
3Qx1,1,S2,171,2023-01-23T16:41:11Z,2023-01-23T16:44:02Z
3Qx1,1,S3,219,2023-01-23T16:44:02Z,2023-01-23T16:47:41Z
3Qx1,2,S2,136,2023-01-23T16:47:41Z,2023-01-23T16:49:57Z
3Qx1,2,S3,9,2023-01-23T16:49:57Z,2023-01-23T16:50:06Z
3Qx1,3,S2,18,2023-01-23T16:50:06Z,2023-01-23T16:50:24Z
3Qx1,3,S3,2,2023-01-23T16:50:24Z,2023-01-23T16:50:26Z
3Qx1,4,S2,170,2023-01-23T16:50:26Z,2023-01-23T16:53:16Z
3Qx1,4,S3,7,2023-01-23T16:53:16Z,2023-01-23T16:53:23Z
3Qx1,5,S2,61,2023-01-23T16:53:23Z,2023-01-23T16:54:24Z
3Qx1,5,S3,1,2023-01-23T16:54:24Z,2023-01-23T16:54:25Z
3Qx1,6,S2,30,2023-01-23T16:54:25Z,2023-01-23T16:54:55Z
3Qx1,6,S3,1,2023-01-23T16:54:55Z,2023-01-23T16:54:56Z
3Qx1,7,S2,18,2023-01-23T16:54:56Z,2023-01-23T16:55:14Z
3Qx1,7,S3,1,2023-01-23T16:55:14Z,2023-01-23T16:55:15Z
3Qx1,8,S2,10,2023-01-23T16:55:15Z,2023-01-23T16:55:25Z
3Qx1,8,S3,2,2023-01-23T16:55:25Z,2023-01-23T16:55:27Z
3Qx1,9,S2,21,2023-01-23T16:55:27Z,2023-01-23T16:55:48Z
3Qx1,9,S3,2,2023-01-23T16:55:48Z,2023-01-23T16:55:50Z
3Qx1,10,S2,23,2023-01-23T16:55:50Z,2023-01-23T16:56:13Z
3Qx1,10,S3,3,2023-01-23T16:56:13Z,2023-01-23T16:56:16Z
3Qx1,10,S4,140,2023-01-23T16:56:16Z,2023-01-23T16:58:36Z
5FNa,1,S0,0,2023-01-17T15:47:41Z,2023-01-17T15:47:41Z
5FNa,1,S1,197,2023-01-17T15:47:41Z,2023-01-17T15:50:58Z
5FNa,1,S2,67,2023-01-17T15:50:58Z,2023-01-17T15:52:05Z
5FNa,1,S3,42,2023-01-17T15:52:05Z,2023-01-17T15:52:47Z
5FNa,2,S2,13,2023-01-17T15:52:47Z,2023-01-17T15:53:00Z
5FNa,2,S3,12,2023-01-17T15:53:00Z,2023-01-17T15:53:12Z
5FNa,3,S2,16,2023-01-17T15:53:12Z,2023-01-17T15:53:28Z
5FNa,3,S3,3,2023-01-17T15:53:28Z,2023-01-17T15:53:31Z
5FNa,4,S2,7,2023-01-17T15:53:31Z,2023-01-17T15:53:38Z
5FNa,4,S3,1,2023-01-17T15:53:38Z,2023-01-17T15:53:39Z
5FNa,5,S2,8,2023-01-17T15:53:39Z,2023-01-17T15:53:47Z
5FNa,5,S3,7,2023-01-17T15:53:47Z,2023-01-17T15:53:54Z
5FNa,6,S2,6,2023-01-17T15:53:54Z,2023-01-17T15:54:00Z
5FNa,6,S3,7,2023-01-17T15:54:00Z,2023-01-17T15:54:07Z
5FNa,7,S2,9,2023-01-17T15:54:07Z,2023-01-17T15:54:16Z
5FNa,7,S3,2,2023-01-17T15:54:16Z,2023-01-17T15:54:18Z
5FNa,8,S2,3,2023-01-17T15:54:18Z,2023-01-17T15:54:21Z
5FNa,8,S3,2,2023-01-17T15:54:21Z,2023-01-17T15:54:23Z
5FNa,9,S2,12,2023-01-17T15:54:23Z,2023-01-17T15:54:35Z
5FNa,9,S3,3,2023-01-17T15:54:35Z,2023-01-17T15:54:38Z
5FNa,10,S2,6,2023-01-17T15:54:38Z,2023-01-17T15:54:44Z
5FNa,10,S3,8,2023-01-17T15:54:44Z,2023-01-17T15:54:52Z
5FNa,10,S4,124,2023-01-17T15:54:52Z,2023-01-17T15:56:56Z
5RjF,1,S0,0,2023-01-18T13:19:07Z,2023-01-18T13:19:07Z
5RjF,1,S1,13,2023-01-18T13:19:07Z,2023-01-18T13:19:20Z
5RjF,1,S2,14,2023-01-18T13:19:20Z,2023-01-18T13:19:34Z
5RjF,1,S3,2,2023-01-18T13:19:34Z,2023-01-18T13:19:36Z
5RjF,2,S2,25,2023-01-18T13:19:36Z,2023-01-18T13:20:01Z
5RjF,2,S3,1,2023-01-18T13:20:01Z,2023-01-18T13:20:02Z
5RjF,3,S2,10,2023-01-18T13:20:02Z,2023-01-18T13:20:12Z
5RjF,3,S3,1,2023-01-18T13:20:12Z,2023-01-18T13:20:13Z
5RjF,4,S2,6,2023-01-18T13:20:13Z,2023-01-18T13:20:19Z
5RjF,4,S3,2,2023-01-18T13:20:19Z,2023-01-18T13:20:21Z
5RjF,5,S2,14,2023-01-18T13:20:21Z,2023-01-18T13:20:35Z
5RjF,5,S3,1,2023-01-18T13:20:35Z,2023-01-18T13:20:36Z
5RjF,6,S2,4,2023-01-18T13:20:36Z,2023-01-18T13:20:40Z
5RjF,6,S3,6,2023-01-18T13:20:40Z,2023-01-18T13:20:46Z
5RjF,7,S2,9,2023-01-18T13:20:46Z,2023-01-18T13:20:55Z
5RjF,7,S3,2,2023-01-18T13:20:55Z,2023-01-18T13:20:57Z
5RjF,8,S2,10,2023-01-18T13:20:57Z,2023-01-18T13:21:07Z
5RjF,8,S3,3,2023-01-18T13:21:07Z,2023-01-18T13:21:10Z
5RjF,9,S2,8,2023-01-18T13:21:10Z,2023-01-18T13:21:18Z
5RjF,9,S3,4,2023-01-18T13:21:18Z,2023-01-18T13:21:22Z
5RjF,10,S2,10,2023-01-18T13:21:22Z,2023-01-18T13:21:32Z
5RjF,10,S3,346,2023-01-18T13:21:32Z,2023-01-18T13:27:18Z
5RjF,10,S4,191,2023-01-18T13:27:18Z,2023-01-18T13:30:29Z
8TMC,1,S0,0,2023-01-17T16:15:06Z,2023-01-17T16:15:06Z
8TMC,1,S1,345284,2023-01-17T16:15:06Z,2023-01-21T16:09:50Z
8TMC,1,S2,61,2023-01-21T16:09:50Z,2023-01-21T16:10:51Z
8TMC,1,S3,19,2023-01-21T16:10:51Z,2023-01-21T16:11:10Z
8TMC,2,S2,17,2023-01-21T16:11:10Z,2023-01-21T16:11:27Z
8TMC,2,S3,14,2023-01-21T16:11:27Z,2023-01-21T16:11:41Z
8TMC,3,S2,13,2023-01-21T16:11:41Z,2023-01-21T16:11:54Z
8TMC,3,S3,9,2023-01-21T16:11:54Z,2023-01-21T16:12:03Z
8TMC,4,S2,11,2023-01-21T16:12:03Z,2023-01-21T16:12:14Z
8TMC,4,S3,3,2023-01-21T16:12:14Z,2023-01-21T16:12:17Z
8TMC,5,S2,18,2023-01-21T16:12:17Z,2023-01-21T16:12:35Z
8TMC,5,S3,3,2023-01-21T16:12:35Z,2023-01-21T16:12:38Z
8TMC,6,S2,14,2023-01-21T16:12:38Z,2023-01-21T16:12:52Z
8TMC,6,S3,2,2023-01-21T16:12:52Z,2023-01-21T16:12:54Z
8TMC,7,S2,10,2023-01-21T16:12:54Z,2023-01-21T16:13:04Z
8TMC,7,S3,5,2023-01-21T16:13:04Z,2023-01-21T16:13:09Z
8TMC,8,S2,7,2023-01-21T16:13:09Z,2023-01-21T16:13:16Z
8TMC,8,S3,2,2023-01-21T16:13:16Z,2023-01-21T16:13:18Z
8TMC,9,S2,8,2023-01-21T16:13:18Z,2023-01-21T16:13:26Z
8TMC,9,S3,3,2023-01-21T16:13:26Z,2023-01-21T16:13:29Z
8TMC,10,S2,6,2023-01-21T16:13:29Z,2023-01-21T16:13:35Z
8TMC,10,S3,3,2023-01-21T16:13:35Z,2023-01-21T16:13:38Z
8TMC,10,S4,127,2023-01-21T16:13:38Z,2023-01-21T16:15:45Z
9jrC,1,S0,0,2023-01-18T13:11:21Z,2023-01-18T13:11:21Z
9jrC,1,S1,2,2023-01-18T13:11:21Z,2023-01-18T13:11:23Z
9jrC,1,S2,11,2023-01-18T13:11:23Z,2023-01-18T13:11:34Z
9jrC,1,S3,57,2023-01-18T13:11:34Z,2023-01-18T13:12:31Z
9jrC,2,S2,18,2023-01-18T13:12:31Z,2023-01-18T13:12:49Z
9jrC,2,S3,44,2023-01-18T13:12:49Z,2023-01-18T13:13:33Z
9jrC,3,S2,13,2023-01-18T13:13:33Z,2023-01-18T13:13:46Z
9jrC,3,S3,4,2023-01-18T13:13:46Z,2023-01-18T13:13:50Z
9jrC,4,S2,12,2023-01-18T13:13:50Z,2023-01-18T13:14:02Z
9jrC,4,S3,4,2023-01-18T13:14:02Z,2023-01-18T13:14:06Z
9jrC,5,S2,7,2023-01-18T13:14:06Z,2023-01-18T13:14:13Z
9jrC,5,S3,3,2023-01-18T13:14:13Z,2023-01-18T13:14:16Z
9jrC,6,S2,9,2023-01-18T13:14:16Z,2023-01-18T13:14:25Z
9jrC,6,S3,9,2023-01-18T13:14:25Z,2023-01-18T13:14:34Z
9jrC,7,S2,20,2023-01-18T13:14:34Z,2023-01-18T13:14:54Z
9jrC,7,S3,5,2023-01-18T13:14:54Z,2023-01-18T13:14:59Z
9jrC,8,S2,15,2023-01-18T13:14:59Z,2023-01-18T13:15:14Z
9jrC,8,S3,5,2023-01-18T13:15:14Z,2023-01-18T13:15:19Z
9jrC,9,S2,15,2023-01-18T13:15:19Z,2023-01-18T13:15:34Z
9jrC,9,S3,1,2023-01-18T13:15:34Z,2023-01-18T13:15:35Z
9jrC,10,S2,13,2023-01-18T13:15:35Z,2023-01-18T13:15:48Z
9jrC,10,S3,63,2023-01-18T13:15:48Z,2023-01-18T13:16:51Z
9jrC,10,S4,524,2023-01-18T13:16:51Z,2023-01-18T13:25:35Z
9vEl,1,S0,0,2023-01-18T13:02:21Z,2023-01-18T13:02:21Z
9vEl,1,S1,85,2023-01-18T13:02:21Z,2023-01-18T13:03:46Z
9vEl,1,S2,6,2023-01-18T13:03:46Z,2023-01-18T13:03:52Z
9vEl,1,S3,3,2023-01-18T13:03:52Z,2023-01-18T13:03:55Z
9vEl,2,S2,46,2023-01-18T13:03:55Z,2023-01-18T13:04:41Z
9vEl,2,S3,3,2023-01-18T13:04:41Z,2023-01-18T13:04:44Z
9vEl,3,S2,20,2023-01-18T13:04:44Z,2023-01-18T13:05:04Z
9vEl,3,S3,2,2023-01-18T13:05:04Z,2023-01-18T13:05:06Z
9vEl,4,S2,36,2023-01-18T13:05:06Z,2023-01-18T13:05:42Z
9vEl,4,S3,4,2023-01-18T13:05:42Z,2023-01-18T13:05:46Z
9vEl,5,S2,27,2023-01-18T13:05:46Z,2023-01-18T13:06:13Z
9vEl,5,S3,2,2023-01-18T13:06:13Z,2023-01-18T13:06:15Z
9vEl,6,S2,24,2023-01-18T13:06:15Z,2023-01-18T13:06:39Z
9vEl,6,S3,6,2023-01-18T13:06:39Z,2023-01-18T13:06:45Z
9vEl,7,S2,22,2023-01-18T13:06:45Z,2023-01-18T13:07:07Z
9vEl,7,S3,2,2023-01-18T13:07:07Z,2023-01-18T13:07:09Z
9vEl,8,S2,21,2023-01-18T13:07:09Z,2023-01-18T13:07:30Z
9vEl,8,S3,3,2023-01-18T13:07:30Z,2023-01-18T13:07:33Z
9vEl,9,S2,21,2023-01-18T13:07:33Z,2023-01-18T13:07:54Z
9vEl,9,S3,4,2023-01-18T13:07:54Z,2023-01-18T13:07:58Z
9vEl,10,S2,118,2023-01-18T13:07:58Z,2023-01-18T13:09:56Z
9vEl,10,S3,23,2023-01-18T13:09:56Z,2023-01-18T13:10:19Z
DiOc,1,S0,0,2023-01-17T23:16:59Z,2023-01-17T23:16:59Z
DiOc,1,S1,406,2023-01-17T23:16:59Z,2023-01-17T23:23:45Z
DiOc,1,S2,201,2023-01-17T23:23:45Z,2023-01-17T23:27:06Z
DiOc,1,S3,29,2023-01-17T23:27:06Z,2023-01-17T23:27:35Z
DiOc,2,S2,28,2023-01-17T23:27:35Z,2023-01-17T23:28:03Z
DiOc,2,S3,3,2023-01-17T23:28:03Z,2023-01-17T23:28:06Z
DiOc,3,S2,26,2023-01-17T23:28:06Z,2023-01-17T23:28:32Z
DiOc,3,S3,3,2023-01-17T23:28:32Z,2023-01-17T23:28:35Z
DiOc,4,S2,14,2023-01-17T23:28:35Z,2023-01-17T23:28:49Z
DiOc,4,S3,10,2023-01-17T23:28:49Z,2023-01-17T23:28:59Z
DiOc,5,S2,18,2023-01-17T23:28:59Z,2023-01-17T23:29:17Z
DiOc,5,S3,3,2023-01-17T23:29:17Z,2023-01-17T23:29:20Z
DiOc,6,S2,56,2023-01-17T23:29:20Z,2023-01-17T23:30:16Z
DiOc,6,S3,5,2023-01-17T23:30:16Z,2023-01-17T23:30:21Z
DiOc,7,S2,25,2023-01-17T23:30:21Z,2023-01-17T23:30:46Z
DiOc,7,S3,2,2023-01-17T23:30:46Z,2023-01-17T23:30:48Z
DiOc,8,S2,29,2023-01-17T23:30:48Z,2023-01-17T23:31:17Z
DiOc,8,S3,2,2023-01-17T23:31:17Z,2023-01-17T23:31:19Z
DiOc,9,S2,20,2023-01-17T23:31:19Z,2023-01-17T23:31:39Z
DiOc,9,S3,2,2023-01-17T23:31:39Z,2023-01-17T23:31:41Z
DiOc,10,S2,11,2023-01-17T23:31:41Z,2023-01-17T23:31:52Z
DiOc,10,S3,1,2023-01-17T23:31:52Z,2023-01-17T23:31:53Z
Ej3r,1,S0,0,2023-01-22T17:47:13Z,2023-01-22T17:47:13Z
Ej3r,1,S1,22,2023-01-22T17:47:13Z,2023-01-22T17:47:35Z
Ej3r,1,S2,21,2023-01-22T17:47:35Z,2023-01-22T17:47:56Z
Ej3r,1,S3,4,2023-01-22T17:47:56Z,2023-01-22T17:48:00Z
Ej3r,2,S2,18,2023-01-22T17:48:00Z,2023-01-22T17:48:18Z
Ej3r,2,S3,2,2023-01-22T17:48:18Z,2023-01-22T17:48:20Z
Ej3r,3,S2,5,2023-01-22T17:48:20Z,2023-01-22T17:48:25Z
Ej3r,3,S3,5,2023-01-22T17:48:25Z,2023-01-22T17:48:30Z
Ej3r,4,S2,5,2023-01-22T17:48:30Z,2023-01-22T17:48:35Z
Ej3r,4,S3,5,2023-01-22T17:48:35Z,2023-01-22T17:48:40Z
Ej3r,5,S2,4,2023-01-22T17:48:40Z,2023-01-22T17:48:44Z
Ej3r,5,S3,1,2023-01-22T17:48:44Z,2023-01-22T17:48:45Z
Ej3r,6,S2,4,2023-01-22T17:48:45Z,2023-01-22T17:48:49Z
Ej3r,6,S3,1,2023-01-22T17:48:49Z,2023-01-22T17:48:50Z
Ej3r,7,S2,3,2023-01-22T17:48:50Z,2023-01-22T17:48:53Z
Ej3r,7,S3,1,2023-01-22T17:48:53Z,2023-01-22T17:48:54Z
Ej3r,8,S2,4,2023-01-22T17:48:54Z,2023-01-22T17:48:58Z
Ej3r,8,S3,1,2023-01-22T17:48:58Z,2023-01-22T17:48:59Z
Ej3r,9,S2,3,2023-01-22T17:48:59Z,2023-01-22T17:49:02Z
Ej3r,9,S3,2,2023-01-22T17:49:02Z,2023-01-22T17:49:04Z
Ej3r,10,S2,3,2023-01-22T17:49:04Z,2023-01-22T17:49:07Z
Ej3r,10,S3,13,2023-01-22T17:49:07Z,2023-01-22T17:49:20Z
Ej3r,10,S4,484,2023-01-22T17:49:20Z,2023-01-22T17:57:24Z
EziF,1,S0,0,2023-01-18T13:43:03Z,2023-01-18T13:43:03Z
EziF,1,S1,156,2023-01-18T13:43:03Z,2023-01-18T13:45:39Z
H7Ka,1,S0,0,2023-01-18T12:55:21Z,2023-01-18T12:55:21Z
H7Ka,1,S1,127,2023-01-18T12:55:21Z,2023-01-18T12:57:28Z
H7Ka,1,S2,26,2023-01-18T12:57:28Z,2023-01-18T12:57:54Z
H7Ka,1,S3,18,2023-01-18T12:57:54Z,2023-01-18T12:58:12Z
H7Ka,2,S2,19,2023-01-18T12:58:12Z,2023-01-18T12:58:31Z
H7Ka,2,S3,15,2023-01-18T12:58:31Z,2023-01-18T12:58:46Z
H7Ka,3,S2,12,2023-01-18T12:58:46Z,2023-01-18T12:58:58Z
H7Ka,3,S3,25,2023-01-18T12:58:58Z,2023-01-18T12:59:23Z
H7Ka,4,S2,17,2023-01-18T12:59:23Z,2023-01-18T12:59:40Z
H7Ka,4,S3,4,2023-01-18T12:59:40Z,2023-01-18T12:59:44Z
H7Ka,5,S2,6,2023-01-18T12:59:44Z,2023-01-18T12:59:50Z
H7Ka,5,S3,4,2023-01-18T12:59:50Z,2023-01-18T12:59:54Z
H7Ka,6,S2,7,2023-01-18T12:59:54Z,2023-01-18T13:00:01Z
H7Ka,6,S3,4,2023-01-18T13:00:01Z,2023-01-18T13:00:05Z
H7Ka,7,S2,6,2023-01-18T13:00:05Z,2023-01-18T13:00:11Z
H7Ka,7,S3,8,2023-01-18T13:00:11Z,2023-01-18T13:00:19Z
H7Ka,8,S2,15,2023-01-18T13:00:19Z,2023-01-18T13:00:34Z
H7Ka,8,S3,4,2023-01-18T13:00:34Z,2023-01-18T13:00:38Z
H7Ka,9,S2,8,2023-01-18T13:00:38Z,2023-01-18T13:00:46Z
H7Ka,9,S3,15,2023-01-18T13:00:46Z,2023-01-18T13:01:01Z
H7Ka,10,S2,9,2023-01-18T13:01:01Z,2023-01-18T13:01:10Z
H7Ka,10,S3,4,2023-01-18T13:01:10Z,2023-01-18T13:01:14Z
HrtA,1,S0,0,2023-01-18T11:53:40Z,2023-01-18T11:53:40Z
HrtA,1,S1,2,2023-01-18T11:53:40Z,2023-01-18T11:53:42Z
HrtA,1,S2,103,2023-01-18T11:53:42Z,2023-01-18T11:55:25Z
HrtA,1,S3,32,2023-01-18T11:55:25Z,2023-01-18T11:55:57Z
HrtA,2,S2,42,2023-01-18T11:55:57Z,2023-01-18T11:56:39Z
HrtA,2,S3,21,2023-01-18T11:56:39Z,2023-01-18T11:57:00Z
HrtA,3,S2,29,2023-01-18T11:57:00Z,2023-01-18T11:57:29Z
HrtA,3,S3,11,2023-01-18T11:57:29Z,2023-01-18T11:57:40Z
HrtA,4,S2,25,2023-01-18T11:57:40Z,2023-01-18T11:58:05Z
HrtA,4,S3,7,2023-01-18T11:58:05Z,2023-01-18T11:58:12Z
HrtA,5,S2,23,2023-01-18T11:58:12Z,2023-01-18T11:58:35Z
HrtA,5,S3,11,2023-01-18T11:58:35Z,2023-01-18T11:58:46Z
HrtA,6,S2,18,2023-01-18T11:58:46Z,2023-01-18T11:59:04Z
HrtA,6,S3,6,2023-01-18T11:59:04Z,2023-01-18T11:59:10Z
HrtA,7,S2,25,2023-01-18T11:59:10Z,2023-01-18T11:59:35Z
HrtA,7,S3,13,2023-01-18T11:59:35Z,2023-01-18T11:59:48Z
HrtA,8,S2,18,2023-01-18T11:59:48Z,2023-01-18T12:00:06Z
HrtA,8,S3,22,2023-01-18T12:00:06Z,2023-01-18T12:00:28Z
HrtA,9,S2,18,2023-01-18T12:00:28Z,2023-01-18T12:00:46Z
HrtA,9,S3,11,2023-01-18T12:00:46Z,2023-01-18T12:00:57Z
HrtA,10,S2,32,2023-01-18T12:00:57Z,2023-01-18T12:01:29Z
HrtA,10,S3,5,2023-01-18T12:01:29Z,2023-01-18T12:01:34Z
HrtA,10,S4,174,2023-01-18T12:01:34Z,2023-01-18T12:04:28Z
MnCh,1,S0,0,2023-01-17T19:15:42Z,2023-01-17T19:15:42Z
MnCh,1,S1,133,2023-01-17T19:15:42Z,2023-01-17T19:17:55Z
MnCh,1,S2,18,2023-01-17T19:17:55Z,2023-01-17T19:18:13Z
MnCh,1,S3,5,2023-01-17T19:18:13Z,2023-01-17T19:18:18Z
MnCh,2,S2,9,2023-01-17T19:18:18Z,2023-01-17T19:18:27Z
MnCh,2,S3,3,2023-01-17T19:18:27Z,2023-01-17T19:18:30Z
MnCh,3,S2,7,2023-01-17T19:18:30Z,2023-01-17T19:18:37Z
MnCh,3,S3,2,2023-01-17T19:18:37Z,2023-01-17T19:18:39Z
MnCh,4,S2,6,2023-01-17T19:18:39Z,2023-01-17T19:18:45Z
MnCh,4,S3,2,2023-01-17T19:18:45Z,2023-01-17T19:18:47Z
MnCh,5,S2,6,2023-01-17T19:18:47Z,2023-01-17T19:18:53Z
MnCh,5,S3,4,2023-01-17T19:18:53Z,2023-01-17T19:18:57Z
MnCh,6,S2,6,2023-01-17T19:18:57Z,2023-01-17T19:19:03Z
MnCh,6,S3,4,2023-01-17T19:19:03Z,2023-01-17T19:19:07Z
MnCh,7,S2,6,2023-01-17T19:19:07Z,2023-01-17T19:19:13Z
MnCh,7,S3,2,2023-01-17T19:19:13Z,2023-01-17T19:19:15Z
MnCh,8,S2,6,2023-01-17T19:19:15Z,2023-01-17T19:19:21Z
MnCh,8,S3,2,2023-01-17T19:19:21Z,2023-01-17T19:19:23Z
MnCh,9,S2,7,2023-01-17T19:19:23Z,2023-01-17T19:19:30Z
MnCh,9,S3,9,2023-01-17T19:19:30Z,2023-01-17T19:19:39Z
MnCh,10,S2,12,2023-01-17T19:19:39Z,2023-01-17T19:19:51Z
MnCh,10,S3,4,2023-01-17T19:19:51Z,2023-01-17T19:19:55Z
MnCh,10,S4,82,2023-01-17T19:19:55Z,2023-01-17T19:21:17Z
P14m,1,S0,0,2023-01-19T16:09:56Z,2023-01-19T16:09:56Z
P14m,1,S1,2,2023-01-19T16:09:56Z,2023-01-19T16:09:58Z
P14m,1,S2,30,2023-01-19T16:09:58Z,2023-01-19T16:10:28Z
Rx8A,1,S0,0,2023-01-17T15:32:16Z,2023-01-17T15:32:16Z
Rx8A,1,S1,266,2023-01-17T15:32:16Z,2023-01-17T15:36:42Z
Rx8A,1,S2,46,2023-01-17T15:36:42Z,2023-01-17T15:37:28Z
Rx8A,1,S3,18,2023-01-17T15:37:28Z,2023-01-17T15:37:46Z
Rx8A,2,S2,98,2023-01-17T15:37:46Z,2023-01-17T15:39:24Z
Rx8A,2,S3,3,2023-01-17T15:39:24Z,2023-01-17T15:39:27Z
Rx8A,3,S2,15,2023-01-17T15:39:27Z,2023-01-17T15:39:42Z
Rx8A,3,S3,7,2023-01-17T15:39:42Z,2023-01-17T15:39:49Z
