id,round,page_name,time_spent,time_entered,time_done
5ce3,1,S2,41,2025-01-17T12:43:19Z,2025-01-17T12:44:00Z
5ce3,1,S3,14,2025-01-17T12:44:00Z,2025-01-17T12:44:14Z
5ce3,2,S2,33,2025-01-17T12:44:14Z,2025-01-17T12:44:47Z
5ce3,2,S3,4,2025-01-17T12:44:47Z,2025-01-17T12:44:51Z
5ce3,3,S2,10,2025-01-17T12:44:51Z,2025-01-17T12:45:01Z
5ce3,3,S3,3,2025-01-17T12:45:01Z,2025-01-17T12:45:04Z
5ce3,4,S2,15,2025-01-17T12:45:04Z,2025-01-17T12:45:19Z
5ce3,4,S3,11,2025-01-17T12:45:19Z,2025-01-17T12:45:30Z
5ce3,5,S2,7,2025-01-17T12:45:30Z,2025-01-17T12:45:37Z
5ce3,5,S3,2,2025-01-17T12:45:37Z,2025-01-17T12:45:39Z
5ce3,6,S2,5,2025-01-17T12:45:39Z,2025-01-17T12:45:44Z
5ce3,6,S3,2,2025-01-17T12:45:44Z,2025-01-17T12:45:46Z
5ce3,7,S2,34,2025-01-17T12:45:46Z,2025-01-17T12:46:20Z
5ce3,7,S3,3,2025-01-17T12:46:20Z,2025-01-17T12:46:23Z
5ce3,8,S2,17,2025-01-17T12:46:23Z,2025-01-17T12:46:40Z
5ce3,8,S3,2,2025-01-17T12:46:40Z,2025-01-17T12:46:42Z
5ce3,9,S2,10,2025-01-17T12:46:42Z,2025-01-17T12:46:52Z
5ce3,9,S3,4,2025-01-17T12:46:52Z,2025-01-17T12:46:56Z
5ce3,10,S2,137,2025-01-17T12:46:56Z,2025-01-17T12:49:13Z
5ce3,10,S3,4,2025-01-17T12:49:13Z,2025-01-17T12:49:17Z
5xps,1,S0,0,2025-01-17T12:34:46Z,2025-01-17T12:34:46Z
5xps,1,S1,110,2025-01-17T12:34:46Z,2025-01-17T12:36:36Z
5xps,1,S2,59,2025-01-17T12:36:36Z,2025-01-17T12:37:35Z
5xps,1,S3,25,2025-01-17T12:37:35Z,2025-01-17T12:38:00Z
5xps,2,S2,12,2025-01-17T12:38:00Z,2025-01-17T12:38:12Z
5xps,2,S3,12,2025-01-17T12:38:12Z,2025-01-17T12:38:24Z
5xps,3,S2,11,2025-01-17T12:38:24Z,2025-01-17T12:38:35Z
5xps,3,S3,5,2025-01-17T12:38:35Z,2025-01-17T12:38:40Z
5xps,4,S2,10,2025-01-17T12:38:40Z,2025-01-17T12:38:50Z
5xps,4,S3,9,2025-01-17T12:38:50Z,2025-01-17T12:38:59Z
5xps,5,S2,6,2025-01-17T12:38:59Z,2025-01-17T12:39:05Z
5xps,5,S3,5,2025-01-17T12:39:05Z,2025-01-17T12:39:10Z
5xps,6,S2,7,2025-01-17T12:39:10Z,2025-01-17T12:39:17Z
5xps,6,S3,6,2025-01-17T12:39:17Z,2025-01-17T12:39:23Z
5xps,7,S2,54,2025-01-17T12:39:23Z,2025-01-17T12:40:17Z
5xps,7,S3,2,2025-01-17T12:40:17Z,2025-01-17T12:40:19Z
5xps,8,S2,27,2025-01-17T12:40:19Z,2025-01-17T12:40:46Z
5xps,8,S3,29,2025-01-17T12:40:46Z,2025-01-17T12:41:15Z
5xps,9,S2,9,2025-01-17T12:41:15Z,2025-01-17T12:41:24Z
5xps,9,S3,12,2025-01-17T12:41:24Z,2025-01-17T12:41:36Z
5xps,10,S2,22,2025-01-17T12:41:36Z,2025-01-17T12:41:58Z
5xps,10,S3,6,2025-01-17T12:41:58Z,2025-01-17T12:42:04Z
BXpW,1,S0,0,2025-01-14T10:54:50Z,2025-01-14T10:54:50Z
BXpW,1,S1,17656,2025-01-14T10:54:50Z,2025-01-14T15:49:06Z
BXpW,1,S2,18,2025-01-14T15:49:06Z,2025-01-14T15:49:24Z
BXpW,1,S3,18,2025-01-14T15:49:24Z,2025-01-14T15:49:42Z
BXpW,2,S2,16,2025-01-14T15:49:42Z,2025-01-14T15:49:58Z
BXpW,2,S3,63,2025-01-14T15:49:58Z,2025-01-14T15:51:01Z
BXpW,3,S2,11,2025-01-14T15:51:01Z,2025-01-14T15:51:12Z
BXpW,3,S3,3,2025-01-14T15:51:12Z,2025-01-14T15:51:15Z
BXpW,4,S2,7,2025-01-14T15:51:15Z,2025-01-14T15:51:22Z
BXpW,4,S3,2,2025-01-14T15:51:22Z,2025-01-14T15:51:24Z
BXpW,5,S2,12,2025-01-14T15:51:24Z,2025-01-14T15:51:36Z
BXpW,5,S3,1,2025-01-14T15:51:36Z,2025-01-14T15:51:37Z
BXpW,6,S2,9,2025-01-14T15:51:37Z,2025-01-14T15:51:46Z
BXpW,6,S3,4,2025-01-14T15:51:46Z,2025-01-14T15:51:50Z
BXpW,7,S2,7,2025-01-14T15:51:50Z,2025-01-14T15:51:57Z
BXpW,7,S3,1,2025-01-14T15:51:57Z,2025-01-14T15:51:58Z
BXpW,8,S2,4,2025-01-14T15:51:58Z,2025-01-14T15:52:02Z
BXpW,8,S3,2,2025-01-14T15:52:02Z,2025-01-14T15:52:04Z
BXpW,9,S2,4,2025-01-14T15:52:04Z,2025-01-14T15:52:08Z
BXpW,9,S3,27,2025-01-14T15:52:08Z,2025-01-14T15:52:35Z
BXpW,10,S2,4,2025-01-14T15:52:35Z,2025-01-14T15:52:39Z
BXpW,10,S3,2,2025-01-14T15:52:39Z,2025-01-14T15:52:41Z
BXpW,10,S4,68,2025-01-14T15:52:41Z,2025-01-14T15:53:49Z
HFgN,1,S0,0,2025-01-14T14:08:32Z,2025-01-14T14:08:32Z
HFgN,1,S1,10,2025-01-14T14:08:32Z,2025-01-14T14:08:42Z
JLPv,1,S0,0,2025-01-20T13:09:07Z,2025-01-20T13:09:07Z
JLPv,1,S1,26,2025-01-20T13:09:07Z,2025-01-20T13:09:33Z
JjQY,1,S0,0,2025-01-21T02:08:32Z,2025-01-21T02:08:32Z
JjQY,1,S1,2,2025-01-21T02:08:32Z,2025-01-21T02:08:34Z
N1x2,1,S0,0,2025-01-17T10:16:28Z,2025-01-17T10:16:28Z
N1x2,1,S1,81,2025-01-17T10:16:28Z,2025-01-17T10:17:49Z
N1x2,1,S2,28,2025-01-17T10:17:49Z,2025-01-17T10:18:17Z
N1x2,1,S3,17,2025-01-17T10:18:17Z,2025-01-17T10:18:34Z
N1x2,2,S2,33,2025-01-17T10:18:34Z,2025-01-17T10:19:07Z
N1x2,2,S3,30,2025-01-17T10:19:07Z,2025-01-17T10:19:37Z
N1x2,3,S2,7,2025-01-17T10:19:37Z,2025-01-17T10:19:44Z
N1x2,3,S3,12,2025-01-17T10:19:44Z,2025-01-17T10:19:56Z
N1x2,4,S2,35,2025-01-17T10:19:56Z,2025-01-17T10:20:31Z
N1x2,4,S3,11,2025-01-17T10:20:31Z,2025-01-17T10:20:42Z
N1x2,5,S2,26,2025-01-17T10:20:42Z,2025-01-17T10:21:08Z
N1x2,5,S3,17,2025-01-17T10:21:08Z,2025-01-17T10:21:25Z
N1x2,6,S2,12,2025-01-17T10:21:25Z,2025-01-17T10:21:37Z
N1x2,6,S3,6,2025-01-17T10:21:37Z,2025-01-17T10:21:43Z
N1x2,7,S2,15,2025-01-17T10:21:43Z,2025-01-17T10:21:58Z
N1x2,7,S3,4,2025-01-17T10:21:58Z,2025-01-17T10:22:02Z
N1x2,8,S2,7,2025-01-17T10:22:02Z,2025-01-17T10:22:09Z
N1x2,8,S3,2,2025-01-17T10:22:09Z,2025-01-17T10:22:11Z
N1x2,9,S2,12,2025-01-17T10:22:11Z,2025-01-17T10:22:23Z
N1x2,9,S3,3,2025-01-17T10:22:23Z,2025-01-17T10:22:26Z
N1x2,10,S2,20,2025-01-17T10:22:26Z,2025-01-17T10:22:46Z
N1x2,10,S3,5,2025-01-17T10:22:46Z,2025-01-17T10:22:51Z
N1x2,10,S4,33,2025-01-17T10:22:51Z,2025-01-17T10:23:24Z
ObXG,1,S0,0,2025-01-14T19:05:40Z,2025-01-14T19:05:40Z
ObXG,1,S1,2,2025-01-14T19:05:40Z,2025-01-14T19:05:42Z
ObXG,1,S2,452898,2025-01-14T19:05:42Z,2025-01-20T00:54:00Z
ObXG,1,S3,66,2025-01-20T00:54:00Z,2025-01-20T00:55:06Z
ObXG,2,S2,51,2025-01-20T00:55:06Z,2025-01-20T00:55:57Z
ObXG,2,S3,18,2025-01-20T00:55:57Z,2025-01-20T00:56:15Z
ObXG,3,S2,18,2025-01-20T00:56:15Z,2025-01-20T00:56:33Z
ObXG,3,S3,12,2025-01-20T00:56:33Z,2025-01-20T00:56:45Z
ObXG,4,S2,21,2025-01-20T00:56:45Z,2025-01-20T00:57:06Z
ObXG,4,S3,4,2025-01-20T00:57:06Z,2025-01-20T00:57:10Z
ObXG,5,S2,5,2025-01-20T00:57:10Z,2025-01-20T00:57:15Z
ObXG,5,S3,9,2025-01-20T00:57:15Z,2025-01-20T00:57:24Z
ObXG,6,S2,49,2025-01-20T00:57:24Z,2025-01-20T00:58:13Z
ObXG,6,S3,8,2025-01-20T00:58:13Z,2025-01-20T00:58:21Z
ObXG,7,S2,7,2025-01-20T00:58:21Z,2025-01-20T00:58:28Z
ObXG,7,S3,3,2025-01-20T00:58:28Z,2025-01-20T00:58:31Z
ObXG,8,S2,18,2025-01-20T00:58:31Z,2025-01-20T00:58:49Z
ObXG,8,S3,3,2025-01-20T00:58:49Z,2025-01-20T00:58:52Z
ObXG,9,S2,7,2025-01-20T00:58:52Z,2025-01-20T00:58:59Z
ObXG,9,S3,2,2025-01-20T00:58:59Z,2025-01-20T00:59:01Z
ObXG,10,S2,5,2025-01-20T00:59:01Z,2025-01-20T00:59:06Z
ObXG,10,S3,59,2025-01-20T00:59:06Z,2025-01-20T01:00:05Z
ObXG,10,S4,68355,2025-01-20T01:00:05Z,2025-01-20T19:59:20Z
OyDT,1,S0,0,2025-01-14T14:04:56Z,2025-01-14T14:04:56Z
OyDT,1,S1,58,2025-01-14T14:04:56Z,2025-01-14T14:05:54Z
OyDT,1,S2,23,2025-01-14T14:05:54Z,2025-01-14T14:06:17Z
OyDT,1,S3,14,2025-01-14T14:06:17Z,2025-01-14T14:06:31Z
OyDT,2,S2,11,2025-01-14T14:06:31Z,2025-01-14T14:06:42Z
OyDT,2,S3,7,2025-01-14T14:06:42Z,2025-01-14T14:06:49Z
OyDT,3,S2,7,2025-01-14T14:06:49Z,2025-01-14T14:06:56Z
OyDT,3,S3,7,2025-01-14T14:06:56Z,2025-01-14T14:07:03Z
P6yE,1,S0,0,2025-01-18T20:57:12Z,2025-01-18T20:57:12Z
P6yE,1,S1,106,2025-01-18T20:57:12Z,2025-01-18T20:58:58Z
P6yE,1,S2,15,2025-01-18T20:58:58Z,2025-01-18T20:59:13Z
P6yE,1,S3,18,2025-01-18T20:59:13Z,2025-01-18T20:59:31Z
P6yE,2,S2,24,2025-01-18T20:59:31Z,2025-01-18T20:59:55Z
P6yE,2,S3,38,2025-01-18T20:59:55Z,2025-01-18T21:00:33Z
P6yE,3,S2,21,2025-01-18T21:00:33Z,2025-01-18T21:00:54Z
P6yE,3,S3,13,2025-01-18T21:00:54Z,2025-01-18T21:01:07Z
P6yE,4,S2,14,2025-01-18T21:01:07Z,2025-01-18T21:01:21Z
P6yE,4,S3,10,2025-01-18T21:01:21Z,2025-01-18T21:01:31Z
P6yE,5,S2,8,2025-01-18T21:01:31Z,2025-01-18T21:01:39Z
P6yE,5,S3,9,2025-01-18T21:01:39Z,2025-01-18T21:01:48Z
P6yE,6,S2,19,2025-01-18T21:01:48Z,2025-01-18T21:02:07Z
P6yE,6,S3,8,2025-01-18T21:02:07Z,2025-01-18T21:02:15Z
P6yE,7,S2,8,2025-01-18T21:02:15Z,2025-01-18T21:02:23Z
P6yE,7,S3,7,2025-01-18T21:02:23Z,2025-01-18T21:02:30Z
P6yE,8,S2,12,2025-01-18T21:02:30Z,2025-01-18T21:02:42Z
P6yE,8,S3,10,2025-01-18T21:02:42Z,2025-01-18T21:02:52Z
P6yE,9,S2,7,2025-01-18T21:02:52Z,2025-01-18T21:02:59Z
P6yE,9,S3,4,2025-01-18T21:02:59Z,2025-01-18T21:03:03Z
P6yE,10,S2,18,2025-01-18T21:03:03Z,2025-01-18T21:03:21Z
P6yE,10,S3,6,2025-01-18T21:03:21Z,2025-01-18T21:03:27Z
P6yE,10,S4,102,2025-01-18T21:03:27Z,2025-01-18T21:05:09Z
S6TZ,1,S0,0,2025-01-20T11:41:20Z,2025-01-20T11:41:20Z
S6TZ,1,S1,92,2025-01-20T11:41:20Z,2025-01-20T11:42:52Z
S6TZ,1,S2,317,2025-01-20T11:42:52Z,2025-01-20T11:48:09Z
S6TZ,1,S3,13,2025-01-20T11:48:09Z,2025-01-20T11:48:22Z
S6TZ,2,S2,95,2025-01-20T11:48:22Z,2025-01-20T11:49:57Z
S6TZ,2,S3,1,2025-01-20T11:49:57Z,2025-01-20T11:49:58Z
S6TZ,3,S2,9,2025-01-20T11:49:58Z,2025-01-20T11:50:07Z
S6TZ,3,S3,2,2025-01-20T11:50:07Z,2025-01-20T11:50:09Z
S6TZ,4,S2,4,2025-01-20T11:50:09Z,2025-01-20T11:50:13Z
S6TZ,4,S3,1,2025-01-20T11:50:13Z,2025-01-20T11:50:14Z
S6TZ,5,S2,8,2025-01-20T11:50:14Z,2025-01-20T11:50:22Z
S6TZ,5,S3,5,2025-01-20T11:50:22Z,2025-01-20T11:50:27Z
S6TZ,6,S2,5,2025-01-20T11:50:27Z,2025-01-20T11:50:32Z
S6TZ,6,S3,1,2025-01-20T11:50:32Z,2025-01-20T11:50:33Z
S6TZ,7,S2,12,2025-01-20T11:50:33Z,2025-01-20T11:50:45Z
S6TZ,7,S3,2,2025-01-20T11:50:45Z,2025-01-20T11:50:47Z
S6TZ,8,S2,5,2025-01-20T11:50:47Z,2025-01-20T11:50:52Z
S6TZ,8,S3,2,2025-01-20T11:50:52Z,2025-01-20T11:50:54Z
S6TZ,9,S2,3,2025-01-20T11:50:54Z,2025-01-20T11:50:57Z
S6TZ,9,S3,1,2025-01-20T11:50:57Z,2025-01-20T11:50:58Z
S6TZ,10,S2,3,2025-01-20T11:50:58Z,2025-01-20T11:51:01Z
S6TZ,10,S3,1,2025-01-20T11:51:01Z,2025-01-20T11:51:02Z
S6TZ,10,S4,317,2025-01-20T11:51:02Z,2025-01-20T11:56:19Z
XddK,1,S0,0,2025-01-17T08:20:43Z,2025-01-17T08:20:43Z
XddK,1,S1,6,2025-01-17T08:20:43Z,2025-01-17T08:20:49Z
XddK,1,S2,383,2025-01-17T08:20:49Z,2025-01-17T08:27:12Z
XddK,1,S3,74,2025-01-17T08:27:12Z,2025-01-17T08:28:26Z
XddK,2,S2,3081,2025-01-17T08:28:26Z,2025-01-17T09:19:47Z
XddK,2,S3,45,2025-01-17T09:19:47Z,2025-01-17T09:20:32Z
XddK,3,S2,76,2025-01-17T09:20:32Z,2025-01-17T09:21:48Z
XddK,3,S3,70,2025-01-17T09:21:48Z,2025-01-17T09:22:58Z
XddK,4,S2,44,2025-01-17T09:22:58Z,2025-01-17T09:23:42Z
XddK,4,S3,37,2025-01-17T09:23:42Z,2025-01-17T09:24:19Z
XddK,5,S2,6,2025-01-17T09:24:19Z,2025-01-17T09:24:25Z
XddK,5,S3,14,2025-01-17T09:24:25Z,2025-01-17T09:24:39Z
XddK,6,S2,10,2025-01-17T09:24:39Z,2025-01-17T09:24:49Z
XddK,6,S3,24,2025-01-17T09:24:49Z,2025-01-17T09:25:13Z
XddK,7,S2,9,2025-01-17T09:25:13Z,2025-01-17T09:25:22Z
XddK,7,S3,3,2025-01-17T09:25:22Z,2025-01-17T09:25:25Z
XddK,8,S2,4,2025-01-17T09:25:25Z,2025-01-17T09:25:29Z
XddK,8,S3,4,2025-01-17T09:25:29Z,2025-01-17T09:25:33Z
XddK,9,S2,4,2025-01-17T09:25:33Z,2025-01-17T09:25:37Z
XddK,9,S3,2,2025-01-17T09:25:37Z,2025-01-17T09:25:39Z
XddK,10,S2,6,2025-01-17T09:25:39Z,2025-01-17T09:25:45Z
XddK,10,S3,2,2025-01-17T09:25:45Z,2025-01-17T09:25:47Z
c1DA,1,S0,0,2025-01-14T16:45:28Z,2025-01-14T16:45:28Z
c1DA,1,S1,4,2025-01-14T16:45:28Z,2025-01-14T16:45:32Z
c1DA,1,S2,48,2025-01-14T16:45:32Z,2025-01-14T16:46:20Z
c1DA,1,S3,31,2025-01-14T16:46:20Z,2025-01-14T16:46:51Z
c1DA,2,S2,46,2025-01-14T16:46:51Z,2025-01-14T16:47:37Z
c1DA,2,S3,18,2025-01-14T16:47:37Z,2025-01-14T16:47:55Z
c1DA,3,S2,30,2025-01-14T16:47:55Z,2025-01-14T16:48:25Z
c1DA,3,S3,7,2025-01-14T16:48:25Z,2025-01-14T16:48:32Z
c1DA,4,S2,63,2025-01-14T16:48:32Z,2025-01-14T16:49:35Z
c1DA,4,S3,12,2025-01-14T16:49:35Z,2025-01-14T16:49:47Z
c1DA,5,S2,17,2025-01-14T16:49:47Z,2025-01-14T16:50:04Z
c1DA,5,S3,2,2025-01-14T16:50:04Z,2025-01-14T16:50:06Z
c1DA,6,S2,27,2025-01-14T16:50:06Z,2025-01-14T16:50:33Z
c1DA,6,S3,15,2025-01-14T16:50:33Z,2025-01-14T16:50:48Z
c1DA,7,S2,30,2025-01-14T16:50:48Z,2025-01-14T16:51:18Z
c1DA,7,S3,19,2025-01-14T16:51:18Z,2025-01-14T16:51:37Z
c1DA,8,S2,9,2025-01-14T16:51:37Z,2025-01-14T16:51:46Z
c1DA,8,S3,17,2025-01-14T16:51:46Z,2025-01-14T16:52:03Z
c1DA,9,S2,21,2025-01-14T16:52:03Z,2025-01-14T16:52:24Z
c1DA,9,S3,9,2025-01-14T16:52:24Z,2025-01-14T16:52:33Z
c1DA,10,S2,15,2025-01-14T16:52:33Z,2025-01-14T16:52:48Z
c1DA,10,S3,2,2025-01-14T16:52:48Z,2025-01-14T16:52:50Z
c1DA,10,S4,119,2025-01-14T16:52:50Z,2025-01-14T16:54:49Z
dE0v,1,S0,0,2025-01-14T14:13:53Z,2025-01-14T14:13:53Z
dE0v,1,S1,98,2025-01-14T14:13:53Z,2025-01-14T14:15:31Z
dE0v,1,S2,11,2025-01-14T14:15:31Z,2025-01-14T14:15:42Z
dE0v,1,S3,2,2025-01-14T14:15:42Z,2025-01-14T14:15:44Z
dE0v,2,S2,7,2025-01-14T14:15:44Z,2025-01-14T14:15:51Z
dE0v,2,S3,3,2025-01-14T14:15:51Z,2025-01-14T14:15:54Z
dE0v,3,S2,8,2025-01-14T14:15:54Z,2025-01-14T14:16:02Z
dP7X,1,S0,0,2025-01-14T16:43:02Z,2025-01-14T16:43:02Z
dP7X,1,S1,360793,2025-01-14T16:43:02Z,2025-01-18T20:56:15Z
donk,1,S0,0,2025-01-20T16:52:35Z,2025-01-20T16:52:35Z
donk,1,S1,1368,2025-01-20T16:52:35Z,2025-01-20T17:15:23Z
donk,1,S2,8727,2025-01-20T17:15:23Z,2025-01-20T19:40:50Z
donk,1,S3,81,2025-01-20T19:40:50Z,2025-01-20T19:42:11Z
donk,2,S2,829,2025-01-20T19:42:11Z,2025-01-20T19:56:00Z
donk,2,S3,2,2025-01-20T19:56:00Z,2025-01-20T19:56:02Z
donk,3,S2,130,2025-01-20T19:56:02Z,2025-01-20T19:58:12Z
donk,3,S3,6,2025-01-20T19:58:12Z,2025-01-20T19:58:18Z
donk,4,S2,17,2025-01-20T19:58:18Z,2025-01-20T19:58:35Z
donk,4,S3,3,2025-01-20T19:58:35Z,2025-01-20T19:58:38Z
donk,5,S2,14,2025-01-20T19:58:38Z,2025-01-20T19:58:52Z
donk,5,S3,3,2025-01-20T19:58:52Z,2025-01-20T19:58:55Z
donk,6,S2,9,2025-01-20T19:58:55Z,2025-01-20T19:59:04Z
donk,6,S3,2,2025-01-20T19:59:04Z,2025-01-20T19:59:06Z
donk,7,S2,8,2025-01-20T19:59:06Z,2025-01-20T19:59:14Z
donk,7,S3,2,2025-01-20T19:59:14Z,2025-01-20T19:59:16Z
donk,8,S2,13,2025-01-20T19:59:16Z,2025-01-20T19:59:29Z
donk,8,S3,3,2025-01-20T19:59:29Z,2025-01-20T19:59:32Z
donk,9,S2,7,2025-01-20T19:59:32Z,2025-01-20T19:59:39Z
donk,9,S3,1,2025-01-20T19:59:39Z,2025-01-20T19:59:40Z
donk,10,S2,21,2025-01-20T19:59:40Z,2025-01-20T20:00:01Z
donk,10,S3,8,2025-01-20T20:00:01Z,2025-01-20T20:00:09Z
donk,10,S4,89,2025-01-20T20:00:09Z,2025-01-20T20:01:38Z
eTC4,1,S0,0,2025-01-20T11:34:04Z,2025-01-20T11:34:04Z
eTC4,1,S1,2,2025-01-20T11:34:04Z,2025-01-20T11:34:06Z
eTC4,1,S2,41,2025-01-20T11:34:06Z,2025-01-20T11:34:47Z
eTC4,1,S3,17,2025-01-20T11:34:47Z,2025-01-20T11:35:04Z
eTC4,2,S2,22,2025-01-20T11:35:04Z,2025-01-20T11:35:26Z
eTC4,2,S3,2,2025-01-20T11:35:26Z,2025-01-20T11:35:28Z
eTC4,3,S2,10,2025-01-20T11:35:28Z,2025-01-20T11:35:38Z
eTC4,3,S3,2,2025-01-20T11:35:38Z,2025-01-20T11:35:40Z
eTC4,4,S2,14,2025-01-20T11:35:40Z,2025-01-20T11:35:54Z
eTC4,4,S3,1,2025-01-20T11:35:54Z,2025-01-20T11:35:55Z
eTC4,5,S2,6,2025-01-20T11:35:55Z,2025-01-20T11:36:01Z
eTC4,5,S3,1,2025-01-20T11:36:01Z,2025-01-20T11:36:02Z
eTC4,6,S2,5,2025-01-20T11:36:02Z,2025-01-20T11:36:07Z
eTC4,6,S3,2,2025-01-20T11:36:07Z,2025-01-20T11:36:09Z
eTC4,7,S2,4,2025-01-20T11:36:09Z,2025-01-20T11:36:13Z
eTC4,7,S3,1,2025-01-20T11:36:13Z,2025-01-20T11:36:14Z
eTC4,8,S2,4,2025-01-20T11:36:14Z,2025-01-20T11:36:18Z
eTC4,8,S3,1,2025-01-20T11:36:18Z,2025-01-20T11:36:19Z
eTC4,9,S2,5,2025-01-20T11:36:19Z,2025-01-20T11:36:24Z
eTC4,9,S3,2,2025-01-20T11:36:24Z,2025-01-20T11:36:26Z
eTC4,10,S2,4,2025-01-20T11:36:26Z,2025-01-20T11:36:30Z
eTC4,10,S3,2,2025-01-20T11:36:30Z,2025-01-20T11:36:32Z
ev91,1,S0,0,2025-01-14T19:05:28Z,2025-01-14T19:05:28Z
ev91,1,S1,256,2025-01-14T19:05:28Z,2025-01-14T19:09:44Z
ev91,1,S2,191,2025-01-14T19:09:44Z,2025-01-14T19:12:55Z
ev91,1,S3,50,2025-01-14T19:12:55Z,2025-01-14T19:13:45Z
ev91,2,S2,160,2025-01-14T19:13:45Z,2025-01-14T19:16:25Z
ev91,2,S3,127,2025-01-14T19:16:25Z,2025-01-14T19:18:32Z
ev91,3,S2,38,2025-01-14T19:18:32Z,2025-01-14T19:19:10Z
ev91,3,S3,26,2025-01-14T19:19:10Z,2025-01-14T19:19:36Z
ev91,4,S2,155,2025-01-14T19:19:36Z,2025-01-14T19:22:11Z
ev91,4,S3,43,2025-01-14T19:22:11Z,2025-01-14T19:22:54Z
ev91,5,S2,91,2025-01-14T19:22:54Z,2025-01-14T19:24:25Z
ev91,5,S3,5,2025-01-14T19:24:25Z,2025-01-14T19:24:30Z
ev91,6,S2,30,2025-01-14T19:24:30Z,2025-01-14T19:25:00Z
ev91,6,S3,9,2025-01-14T19:25:00Z,2025-01-14T19:25:09Z
ev91,7,S2,20,2025-01-14T19:25:09Z,2025-01-14T19:25:29Z
ev91,7,S3,13,2025-01-14T19:25:29Z,2025-01-14T19:25:42Z
